,State,County,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
2168,OH,Wood,"69,581","66,610","2,971",4.0
2169,OH,Wyandot,"12,346","11,895",451,4.0
2171,OK,Adair,"8,165","7,669",496,6.0
2172,OK,Alfalfa,"3,164","3,070",94,3.0
2173,OK,Atoka,"4,862","4,546",316,7.0
2174,OK,Beaver,"3,023","2,941",82,3.0
2175,OK,Beckham,"12,210","11,587",623,5.0
2176,OK,Blaine,"4,486","4,314",172,4.0
2177,OK,Bryan,"18,340","17,502",838,5.0
2178,OK,Caddo,"11,836","11,226",610,5.0
2179,OK,Canadian,"68,291","65,822","2,469",4.0
2180,OK,Carter,"22,557","21,530","1,027",5.0
2181,OK,Cherokee,"19,267","18,270",997,5.0
2182,OK,Choctaw,"5,915","5,461",454,8.0
2183,OK,Cimarron,"1,375","1,344",31,2.0
2184,OK,Cleveland,"138,148","133,260","4,888",4.0
2185,OK,Coal,"2,320","2,143",177,8.0
2186,OK,Comanche,"49,642","47,478","2,164",4.0
2187,OK,Cotton,"2,861","2,742",119,4.0
2188,OK,Craig,"6,261","5,958",303,5.0
2189,OK,Creek,"31,339","29,781","1,558",5.0
2190,OK,Custer,"15,655","15,020",635,4.0
2191,OK,Delaware,"17,475","16,609",866,5.0
2192,OK,Dewey,"2,496","2,406",90,4.0
2193,OK,Ellis,"2,391","2,294",97,4.0
2194,OK,Garfield,"30,082","28,895","1,187",4.0
2195,OK,Garvin,"12,831","12,227",604,5.0
2196,OK,Grady,"26,219","25,040","1,179",5.0
2197,OK,Grant,"3,289","3,193",96,3.0
2198,OK,Greer,"2,169","2,046",123,6.0
2199,OK,Harmon,"1,302","1,257",45,4.0
2200,OK,Harper,"1,986","1,926",60,3.0
2201,OK,Haskell,"4,480","4,124",356,8.0
2202,OK,Hughes,"5,735","5,305",430,8.0
2203,OK,Jackson,"10,874","10,431",443,4.0
2204,OK,Jefferson,"2,680","2,526",154,6.0
2205,OK,Johnston,"3,971","3,712",259,7.0
2206,OK,Kay,"19,196","18,103","1,093",6.0
2207,OK,Kingfisher,"8,276","8,016",260,3.0
2208,OK,Kiowa,"4,163","3,969",194,5.0
2209,OK,Latimer,"3,862","3,548",314,8.0
2210,OK,Le,"19,636","18,276","1,360",7.0
2211,OK,Lincoln,"15,877","15,135",742,5.0
2212,OK,Logan,"21,473","20,655",818,4.0
2213,OK,Love,"5,978","5,765",213,4.0
2214,OK,McClain,"18,756","18,058",698,4.0
2215,OK,McCurtain,"14,740","13,568","1,172",8.0
2216,OK,McIntosh,"7,085","6,472",613,9.0
2217,OK,Major,"4,298","4,157",141,3.0
2218,OK,Marshall,"6,783","6,412",371,6.0
2219,OK,Mayes,"19,402","18,562",840,4.0
2220,OK,Murray,"6,765","6,479",286,4.0
2221,OK,Muskogee,"29,580","28,057","1,523",5.0
2222,OK,Noble,"5,640","5,439",201,4.0
2223,OK,Nowata,"4,798","4,524",274,6.0
2224,OK,Okfuskee,"4,543","4,276",267,6.0
2225,OK,Oklahoma,"374,832","360,036","14,796",4.0
2226,OK,Okmulgee,"16,221","15,136","1,085",7.0
2227,OK,Osage,"21,221","20,101","1,120",5.0
2228,OK,Ottawa,"14,372","13,634",738,5.0
2229,OK,Pawnee,"7,472","7,035",437,6.0
2230,OK,Payne,"38,386","37,031","1,355",4.0
2231,OK,Pittsburg,"17,434","16,438",996,6.0
2232,OK,Pontotoc,"18,244","17,516",728,4.0
2233,OK,Pottawatomie,"32,739","31,263","1,476",5.0
2234,OK,Pushmataha,"4,913","4,530",383,8.0
2235,OK,Roger,"1,838","1,760",78,4.0
2236,OK,Rogers,"44,610","42,651","1,959",4.0
2237,OK,Seminole,"9,606","8,949",657,7.0
2238,OK,Sequoyah,"16,778","15,711","1,067",6.0
2239,OK,Stephens,"20,278","19,061","1,217",6.0
2240,OK,Texas,"9,692","9,379",313,3.0
2241,OK,Tillman,"3,358","3,214",144,4.0
2242,OK,Tulsa,"317,847","304,659","13,188",4.0
2243,OK,Wagoner,"36,246","34,719","1,527",4.0
2244,OK,Washington,"24,453","23,398","1,055",4.0
2245,OK,Washita,"5,606","5,294",312,6.0
2246,OK,Woods,"5,367","5,219",148,3.0
2247,OK,Woodward,"10,303","9,769",534,5.0
2249,OR,Baker,"6,672","6,222",450,7.0
2250,OR,Benton,"45,433","43,515","1,918",4.0
2251,OR,Clackamas,"205,170","194,664","10,506",5.0
2252,OR,Clatsop,"18,351","17,350","1,001",6.0
2253,OR,Columbia,"22,682","21,060","1,622",7.0
2254,OR,Coos,"25,947","24,020","1,927",7.0
2255,OR,Crook,"9,022","8,269",753,8.0
2256,OR,Curry,"8,712","7,994",718,8.0
2257,OR,Deschutes,"84,757","79,773","4,984",6.0
2258,OR,Douglas,"44,369","41,043","3,326",8.0
2259,OR,Gilliam,809,757,52,6.0
2260,OR,Grant,"3,090","2,822",268,9.0
2261,OR,Harney,"3,304","3,067",237,7.0
2262,OR,Hood,"13,526","12,889",637,5.0
2263,OR,Jackson,"98,035","91,391","6,644",7.0
2264,OR,Jefferson,"9,644","8,939",705,7.0
2265,OR,Josephine,"33,271","30,702","2,569",8.0
2266,OR,Klamath,"28,661","26,427","2,234",8.0
2267,OR,Lake,"3,436","3,173",263,8.0
2268,OR,Lane,"172,546","162,505","10,041",6.0
2269,OR,Lincoln,"20,521","19,157","1,364",7.0
2270,OR,Linn,"55,192","51,482","3,710",7.0
2271,OR,Malheur,"11,956","11,195",761,6.0
2272,OR,Marion,"152,637","143,478","9,159",6.0
2273,OR,Morrow,"5,541","5,224",317,6.0
2274,OR,Multnomah,"429,671","408,592","21,079",5.0
2275,OR,Polk,"36,584","34,526","2,058",6.0
2276,OR,Sherman,888,834,54,6.0
2277,OR,Tillamook,"11,390","10,749",641,6.0
2278,OR,Umatilla,"35,248","33,007","2,241",6.0
2279,OR,Union,"11,702","10,982",720,6.0
2280,OR,Wallowa,"3,242","2,990",252,8.0
2281,OR,Wasco,"13,024","12,295",729,6.0
2282,OR,Washington,"301,641","287,484","14,157",5.0
2283,OR,Wheeler,692,656,36,5.0
2284,OR,Yamhill,"50,864","48,176","2,688",5.0
2286,PA,Adams,"54,988","52,677","2,311",4.0
2287,PA,Allegheny,"647,492","615,407","32,085",5.0
2288,PA,Armstrong,"33,025","30,832","2,193",7.0
2289,PA,Beaver,"85,780","80,594","5,186",6.0
2290,PA,Bedford,"24,125","22,660","1,465",6.0
2291,PA,Berks,"212,498","202,014","10,484",5.0
2292,PA,Blair,"60,989","57,845","3,144",5.0
2293,PA,Bradford,"31,366","29,509","1,857",6.0
2294,PA,Bucks,"337,571","321,809","15,762",5.0
2295,PA,Butler,"98,098","93,467","4,631",5.0
2296,PA,Cambria,"62,331","58,242","4,089",7.0
2297,PA,Cameron,"2,263","2,101",162,7.0
2298,PA,Carbon,"31,454","29,549","1,905",6.0
2299,PA,Centre,"77,805","74,712","3,093",4.0
2300,PA,Chester,"277,062","266,506","10,556",4.0
2301,PA,Clarion,"18,269","17,177","1,092",6.0
2302,PA,Clearfield,"36,412","33,990","2,422",7.0
2303,PA,Clinton,"18,762","17,470","1,292",7.0
2304,PA,Columbia,"33,735","31,827","1,908",6.0
2305,PA,Crawford,"41,044","38,908","2,136",5.0
2306,PA,Cumberland,"128,389","123,266","5,123",4.0
2307,PA,Dauphin,"140,983","134,421","6,562",5.0
2308,PA,Delaware,"291,513","277,251","14,262",5.0
2309,PA,Elk,"16,329","15,524",805,5.0
2310,PA,Erie,"134,748","127,337","7,411",6.0
2311,PA,Fayette,"58,364","53,985","4,379",8.0
2312,PA,Forest,"1,899","1,750",149,8.0
2313,PA,Franklin,"77,850","73,988","3,862",5.0
2314,PA,Fulton,"7,440","6,977",463,6.0
2315,PA,Greene,"18,161","17,072","1,089",6.0
2316,PA,Huntingdon,"19,668","18,287","1,381",7.0
2317,PA,Indiana,"41,757","39,117","2,640",6.0
2318,PA,Jefferson,"20,970","19,690","1,280",6.0
2319,PA,Juniata,"11,990","11,396",594,5.0
2320,PA,Lackawanna,"106,408","100,205","6,203",6.0
2321,PA,Lancaster,"275,981","264,626","11,355",4.0
2322,PA,Lawrence,"42,110","39,454","2,656",6.0
2323,PA,Lebanon,"70,063","66,890","3,173",5.0
2324,PA,Lehigh,"185,778","175,869","9,909",5.0
2325,PA,Luzerne,"158,764","148,514","10,250",7.0
2326,PA,Lycoming,"60,904","57,216","3,688",6.0
2327,PA,McKean,"18,979","17,825","1,154",6.0
2328,PA,Mercer,"52,997","50,107","2,890",6.0
2329,PA,Mifflin,"20,913","19,706","1,207",6.0
2330,PA,Monroe,"80,768","75,552","5,216",7.0
2331,PA,Montgomery,"440,895","422,542","18,353",4.0
2332,PA,Montour,"9,147","8,752",395,4.0
2333,PA,Northampton,"156,593","148,341","8,252",5.0
2334,PA,Northumberland,"43,432","40,780","2,652",6.0
2335,PA,Perry,"24,107","23,030","1,077",5.0
2336,PA,Philadelphia,"695,540","646,080","49,460",7.0
2337,PA,Pike,"24,964","23,330","1,634",7.0
2338,PA,Potter,"7,375","6,856",519,7.0
2339,PA,Schuylkill,"68,186","63,898","4,288",6.0
2340,PA,Snyder,"20,064","19,122",942,5.0
2341,PA,Somerset,"34,463","32,110","2,353",7.0
2342,PA,Sullivan,"3,034","2,847",187,6.0
2343,PA,Susquehanna,"21,400","20,205","1,195",6.0
2344,PA,Tioga,"20,330","19,006","1,324",7.0
2345,PA,Union,"19,307","18,443",864,5.0
2346,PA,Venango,"24,461","23,005","1,456",6.0
2347,PA,Warren,"19,955","18,959",996,5.0
2348,PA,Washington,"106,615","100,677","5,938",6.0
2349,PA,Wayne,"22,268","20,972","1,296",6.0
2350,PA,Westmoreland,"182,925","173,042","9,883",5.0
2351,PA,Wyoming,"14,116","13,254",862,6.0
2352,PA,York,"232,736","221,649","11,087",5.0
2354,RI,Bristol,"26,163","24,779","1,384",5.0
2355,RI,Kent,"91,018","85,996","5,022",6.0
2356,RI,Newport,"44,082","41,696","2,386",5.0
2357,RI,Providence,"323,888","303,336","20,552",6.0
2358,RI,Washington,"69,336","65,448","3,888",6.0
2359,SC,South,"2,269,339","2,134,244","135,095",6.0
2360,SC,Abbeville,"10,349","9,637",712,7.0
2361,SC,Aiken,"73,925","69,577","4,348",6.0
2362,SC,Allendale,"2,748","2,438",310,11.0
2363,SC,Anderson,"88,475","83,700","4,775",5.0
2364,SC,Bamberg,"5,460","4,888",572,11.0
2365,SC,Barnwell,"8,377","7,625",752,9.0
2366,SC,Beaufort,"71,661","67,748","3,913",6.0
2367,SC,Berkeley,"93,501","88,358","5,143",6.0
2368,SC,Calhoun,"6,893","6,402",491,7.0
2369,SC,Charleston,"198,201","188,603","9,598",5.0
2370,SC,Cherokee,"23,460","21,793","1,667",7.0
2371,SC,Chester,"13,455","12,329","1,126",8.0
2372,SC,Chesterfield,"21,440","20,146","1,294",6.0
2373,SC,Clarendon,"13,065","12,062","1,003",8.0
2374,SC,Colleton,"16,719","15,555","1,164",7.0
2375,SC,Darlington,"30,066","27,851","2,215",7.0
2376,SC,Dillon,"12,674","11,583","1,091",9.0
2377,SC,Dorchester,"72,712","68,732","3,980",6.0
2378,SC,Edgefield,"10,668","9,991",677,6.0
2379,SC,Fairfield,"10,022","9,216",806,8.0
2380,SC,Florence,"65,502","61,238","4,264",7.0
2381,SC,Georgetown,"25,233","23,114","2,119",8.0
2382,SC,Greenville,"242,978","230,986","11,992",5.0
2383,SC,Greenwood,"31,263","29,290","1,973",6.0
2384,SC,Hampton,"8,348","7,648",700,8.0
2385,SC,Horry,"137,323","127,572","9,751",7.0
2386,SC,Jasper,"11,821","11,216",605,5.0
2387,SC,Kershaw,"28,945","27,217","1,728",6.0
2388,SC,Lancaster,"36,712","34,404","2,308",6.0
2389,SC,Laurens,"30,282","28,304","1,978",7.0
2390,SC,Lee,"6,459","5,915",544,8.0
2391,SC,Lexington,"145,391","138,363","7,028",5.0
2392,SC,McCormick,"3,441","3,197",244,7.0
2393,SC,Marion,"12,863","11,581","1,282",10.0
2394,SC,Marlboro,"9,647","8,678",969,10.0
2395,SC,Newberry,"18,899","17,897","1,002",5.0
2396,SC,Oconee,"34,490","32,493","1,997",6.0
2397,SC,Orangeburg,"36,944","32,931","4,013",11.0
2398,SC,Pickens,"56,069","52,837","3,232",6.0
2399,SC,Richland,"198,717","187,477","11,240",6.0
2400,SC,Saluda,"8,830","8,368",462,5.0
2401,SC,Spartanburg,"139,880","131,900","7,980",6.0
2402,SC,Sumter,"44,379","41,356","3,023",7.0
2403,SC,Union,"11,556","10,645",911,8.0
2404,SC,Williamsburg,"12,819","11,638","1,181",9.0
2405,SC,York,"126,680","119,748","6,932",6.0
2407,SD,Aurora,"1,568","1,533",35,2.0
2408,SD,Beadle,"9,452","9,202",250,3.0
2409,SD,Bennett,"1,129","1,072",57,5.0
2410,SD,Bon,"3,004","2,924",80,3.0
2411,SD,Brookings,"18,531","17,987",544,3.0
2412,SD,Brown,"20,952","20,393",559,3.0
2413,SD,Brule,"2,532","2,464",68,3.0
2414,SD,Buffalo,714,664,50,7.0
2415,SD,Butte,"5,083","4,910",173,3.0
2416,SD,Campbell,848,823,25,3.0
2417,SD,Charles,"3,977","3,840",137,3.0
2418,SD,Clark,"1,962","1,890",72,4.0
2419,SD,Clay,"6,997","6,782",215,3.0
2420,SD,Codington,"15,292","14,820",472,3.0
2421,SD,Corson,"1,488","1,412",76,5.0
2422,SD,Custer,"3,956","3,788",168,4.0
2423,SD,Davison,"11,305","11,018",287,3.0
2424,SD,Day,"2,855","2,712",143,5.0
2425,SD,Deuel,"2,306","2,191",115,5.0
2426,SD,Dewey,"2,289","2,025",264,12.0
2427,SD,Douglas,"1,670","1,629",41,3.0
2428,SD,Edmunds,"2,215","2,160",55,3.0
2429,SD,Fall,"2,968","2,836",132,4.0
2430,SD,Faulk,"1,117","1,088",29,3.0
2431,SD,Grant,"4,696","4,557",139,3.0
2432,SD,Gregory,"2,053","1,988",65,3.0
2433,SD,Haakon,"1,095","1,070",25,2.0
2434,SD,Hamlin,"3,128","3,023",105,3.0
2435,SD,Hand,"1,870","1,827",43,2.0
2436,SD,Hanson,"1,795","1,735",60,3.0
2437,SD,Harding,778,759,19,2.0
2438,SD,Hughes,"9,876","9,638",238,2.0
2439,SD,Hutchinson,"3,666","3,575",91,3.0
2440,SD,Hyde,705,685,20,3.0
2441,SD,Jackson,"1,324","1,267",57,4.0
2442,SD,Jerauld,"1,123","1,098",25,2.0
2443,SD,Jones,583,566,17,3.0
2444,SD,Kingsbury,"2,748","2,667",81,3.0
2445,SD,Lake,"6,498","6,262",236,4.0
2446,SD,Lawrence,"12,712","12,296",416,3.0
2447,SD,Lincoln,"30,397","29,712",685,2.0
2448,SD,Lyman,"1,790","1,706",84,5.0
2449,SD,McCook,"3,126","3,051",75,2.0
2450,SD,McPherson,"1,111","1,074",37,3.0
2451,SD,Marshall,"2,498","2,402",96,4.0
2452,SD,Meade,"13,312","12,890",422,3.0
2453,SD,Mellette,796,755,41,5.0
2454,SD,Miner,"1,209","1,180",29,2.0
2455,SD,Minnehaha,"106,109","103,238","2,871",3.0
2456,SD,Moody,"3,936","3,802",134,3.0
2457,SD,Oglala,"3,580","3,169",411,12.0
2458,SD,Pennington,"54,261","52,547","1,714",3.0
2459,SD,Perkins,"1,573","1,523",50,3.0
2460,SD,Potter,"1,180","1,142",38,3.0
2461,SD,Roberts,"4,856","4,645",211,4.0
2462,SD,Sanborn,"1,224","1,193",31,3.0
2463,SD,Spink,"3,310","3,208",102,3.0
2464,SD,Stanley,"1,831","1,787",44,2.0
2465,SD,Sully,868,846,22,3.0
2466,SD,Todd,"3,044","2,819",225,7.0
2467,SD,Tripp,"3,075","2,993",82,3.0
2468,SD,Turner,"4,627","4,503",124,3.0
2469,SD,Union,"8,014","7,742",272,3.0
2470,SD,Walworth,"2,264","2,141",123,5.0
2471,SD,Yankton,"11,577","11,275",302,3.0
2472,SD,Ziebach,982,932,50,5.0
2474,TN,Anderson,"33,228","31,292","1,936",6.0
2475,TN,Bedford,"19,375","18,127","1,248",6.0
2476,TN,Benton,"6,753","6,235",518,8.0
2477,TN,Bledsoe,"4,243","3,906",337,8.0
2478,TN,Blount,"59,428","56,355","3,073",5.0
2479,TN,Bradley,"49,352","46,775","2,577",5.0
2480,TN,Campbell,"14,604","13,448","1,156",8.0
2481,TN,Cannon,"5,847","5,509",338,6.0
2482,TN,Carroll,"12,164","11,157","1,007",8.0
2483,TN,Carter,"23,492","21,978","1,514",6.0
2484,TN,Cheatham,"19,834","18,874",960,5.0
2485,TN,Chester,"8,211","7,730",481,6.0
2486,TN,Claiborne,"12,585","11,677",908,7.0
2487,TN,Clay,"2,994","2,729",265,9.0
2488,TN,Cocke,"14,382","13,266","1,116",8.0
2489,TN,Coffee,"24,249","22,909","1,340",6.0
2490,TN,Crockett,"6,811","6,372",439,6.0
2491,TN,Cumberland,"22,892","21,274","1,618",7.0
2492,TN,Davidson,"363,536","347,645","15,891",4.0
2493,TN,Decatur,"4,704","4,334",370,8.0
2494,TN,DeKalb,"7,354","6,849",505,7.0
2495,TN,Dickson,"24,053","22,746","1,307",5.0
2496,TN,Dyer,"16,635","15,443","1,192",7.0
2497,TN,Fayette,"17,840","16,738","1,102",6.0
2498,TN,Fentress,"6,990","6,481",509,7.0
2499,TN,Franklin,"19,560","18,546","1,014",5.0
2500,TN,Gibson,"20,994","19,447","1,547",7.0
2501,TN,Giles,"14,528","13,804",724,5.0
2502,TN,Grainger,"9,129","8,523",606,7.0
2503,TN,Greene,"30,559","28,588","1,971",6.0
2504,TN,Grundy,"4,862","4,486",376,8.0
2505,TN,Hamblen,"26,420","24,782","1,638",6.0
2506,TN,Hamilton,"167,045","158,180","8,865",5.0
2507,TN,Hancock,"2,060","1,861",199,10.0
2508,TN,Hardeman,"9,274","8,578",696,8.0
2509,TN,Hardin,"10,246","9,510",736,7.0
2510,TN,Hawkins,"23,494","21,994","1,500",6.0
2511,TN,Haywood,"7,616","6,979",637,8.0
2512,TN,Henderson,"12,254","11,277",977,8.0
2513,TN,Henry,"13,854","12,948",906,7.0
2514,TN,Hickman,"10,300","9,715",585,6.0
2515,TN,Houston,"3,192","2,917",275,9.0
2516,TN,Humphreys,"8,454","7,883",571,7.0
2517,TN,Jackson,"4,457","4,107",350,8.0
2518,TN,Jefferson,"23,255","21,769","1,486",6.0
2519,TN,Johnson,"7,296","6,886",410,6.0
2520,TN,Knox,"228,031","217,386","10,645",5.0
2521,TN,Lake,"1,968","1,800",168,9.0
2522,TN,Lauderdale,"9,580","8,733",847,9.0
2523,TN,Lawrence,"17,691","16,525","1,166",7.0
2524,TN,Lewis,"4,796","4,446",350,7.0
2525,TN,Lincoln,"15,117","14,390",727,5.0
2526,TN,Loudon,"21,899","20,674","1,225",6.0
2527,TN,McMinn,"22,610","21,181","1,429",6.0
2528,TN,McNairy,"8,744","8,002",742,9.0
2529,TN,Macon,"9,945","9,418",527,5.0
2530,TN,Madison,"46,453","43,722","2,731",6.0
2531,TN,Marion,"11,693","10,905",788,7.0
2532,TN,Marshall,"14,741","13,917",824,6.0
2533,TN,Maury,"42,288","40,121","2,167",5.0
2534,TN,Meigs,"4,848","4,479",369,8.0
2535,TN,Monroe,"19,013","17,821","1,192",6.0
2536,TN,Montgomery,"78,457","73,899","4,558",6.0
2537,TN,Moore,"3,300","3,151",149,5.0
2538,TN,Morgan,"7,704","7,129",575,8.0
2539,TN,Obion,"12,456","11,383","1,073",9.0
2540,TN,Overton,"9,075","8,428",647,7.0
2541,TN,Perry,"3,114","2,905",209,7.0
2542,TN,Pickett,"2,394","2,212",182,8.0
2543,TN,Polk,"7,312","6,832",480,7.0
2544,TN,Putnam,"32,396","30,506","1,890",6.0
2545,TN,Rhea,"13,069","12,104",965,7.0
2546,TN,Roane,"22,547","21,089","1,458",7.0
2547,TN,Robertson,"33,761","32,115","1,646",5.0
2548,TN,Rutherford,"155,332","148,375","6,957",5.0
2549,TN,Scott,"8,067","7,316",751,9.0
2550,TN,Sequatchie,"5,783","5,409",374,7.0
2551,TN,Sevier,"49,768","46,775","2,993",6.0
2552,TN,Shelby,"429,297","401,766","27,531",6.0
2553,TN,Smith,"8,472","7,997",475,6.0
2554,TN,Stewart,"5,131","4,737",394,8.0
2555,TN,Sullivan,"69,035","65,049","3,986",6.0
2556,TN,Sumner,"88,443","84,371","4,072",5.0
2557,TN,Tipton,"27,447","25,504","1,943",7.0
2558,TN,Trousdale,"3,677","3,460",217,6.0
2559,TN,Unicoi,"7,020","6,461",559,8.0
2560,TN,Union,"7,208","6,718",490,7.0
2561,TN,Van,"2,050","1,886",164,8.0
2562,TN,Warren,"17,771","16,775",996,6.0
2563,TN,Washington,"57,746","54,540","3,206",6.0
2564,TN,Wayne,"6,177","5,720",457,7.0
2565,TN,Weakley,"15,564","14,510","1,054",7.0
2566,TN,White,"11,395","10,705",690,6.0
2567,TN,Williamson,"107,404","103,103","4,301",4.0
2568,TN,Wilson,"64,515","61,562","2,953",5.0
2570,TX,Anderson,"22,826","21,930",896,4.0
2571,TX,Andrews,"9,293","8,970",323,4.0
2572,TX,Angelina,"37,364","35,278","2,086",6.0
2573,TX,Aransas,"10,051","9,543",508,5.0
2574,TX,Archer,"4,119","3,937",182,4.0
2575,TX,Armstrong,975,949,26,3.0
2576,TX,Atascosa,"20,520","19,544",976,5.0
2577,TX,Austin,"14,030","13,386",644,5.0
2578,TX,Bailey,"2,798","2,678",120,4.0
2579,TX,Bandera,"9,171","8,807",364,4.0
2580,TX,Bastrop,"37,507","36,053","1,454",4.0
2581,TX,Baylor,"1,625","1,568",57,4.0
2582,TX,Bee,"10,373","9,732",641,6.0
2583,TX,Bell,"136,155","129,832","6,323",5.0
2584,TX,Bexar,"878,118","844,697","33,421",4.0
2585,TX,Blanco,"5,763","5,583",180,3.0
2586,TX,Borden,412,400,12,3.0
2587,TX,Bosque,"8,053","7,692",361,5.0
2588,TX,Bowie,"39,120","37,244","1,876",5.0
2589,TX,Brazoria,"166,911","159,285","7,626",5.0
2590,TX,Brazos,"108,516","104,924","3,592",3.0
2591,TX,Brewster,"3,907","3,753",154,4.0
2592,TX,Briscoe,594,571,23,4.0
2593,TX,Brooks,"2,601","2,343",258,10.0
2594,TX,Brown,"15,880","15,195",685,4.0
2595,TX,Burleson,"7,751","7,414",337,4.0
2596,TX,Burnet,"21,159","20,389",770,4.0
2597,TX,Caldwell,"17,410","16,655",755,4.0
2598,TX,Calhoun,"11,319","10,868",451,4.0
2599,TX,Callahan,"5,727","5,483",244,4.0
2600,TX,Cameron,"162,940","151,358","11,582",7.0
2601,TX,Camp,"5,089","4,777",312,6.0
2602,TX,Carson,"3,066","2,968",98,3.0
2603,TX,Cass,"12,157","11,333",824,7.0
2604,TX,Castro,"3,613","3,491",122,3.0
2605,TX,Chambers,"17,792","16,844",948,5.0
2606,TX,Cherokee,"20,881","19,804","1,077",5.0
2607,TX,Childress,"2,866","2,777",89,3.0
2608,TX,Clay,"4,908","4,693",215,4.0
2609,TX,Cochran,"1,316","1,249",67,5.0
2610,TX,Coke,"1,396","1,340",56,4.0
2611,TX,Coleman,"3,048","2,879",169,6.0
2612,TX,Collin,"488,234","470,529","17,705",4.0
2613,TX,Collingsworth,"1,270","1,223",47,4.0
2614,TX,Colorado,"9,899","9,509",390,4.0
2615,TX,Comal,"61,841","59,574","2,267",4.0
2616,TX,Comanche,"5,354","5,127",227,4.0
2617,TX,Concho,"1,373","1,328",45,3.0
2618,TX,Cooke,"19,752","19,024",728,4.0
2619,TX,Coryell,"24,484","23,318","1,166",5.0
2620,TX,Cottle,545,506,39,7.0
2621,TX,Crane,"1,835","1,730",105,6.0
2622,TX,Crockett,"1,899","1,785",114,6.0
2623,TX,Crosby,"2,645","2,531",114,4.0
2624,TX,Culberson,"1,039",996,43,4.0
2625,TX,Dallam,"4,004","3,917",87,2.0
2626,TX,Dallas,"1,261,721","1,207,803","53,918",4.0
2627,TX,Dawson,"4,769","4,553",216,5.0
2628,TX,Deaf,"8,787","8,511",276,3.0
2629,TX,Delta,"2,592","2,474",118,5.0
2630,TX,Denton,"428,166","412,960","15,206",4.0
2631,TX,DeWitt,"10,045","9,645",400,4.0
2632,TX,Dickens,702,670,32,5.0
2633,TX,Dimmit,"7,156","6,825",331,5.0
2634,TX,Donley,"1,592","1,526",66,4.0
2635,TX,Duval,"5,234","4,811",423,8.0
2636,TX,Eastland,"8,031","7,652",379,5.0
2637,TX,Ector,"79,709","76,012","3,697",5.0
2638,TX,Edwards,864,824,40,5.0
2639,TX,Ellis,"80,881","77,700","3,181",4.0
2640,TX,El,"341,302","323,688","17,614",5.0
2641,TX,Erath,"20,145","19,355",790,4.0
2642,TX,Falls,"6,449","6,176",273,4.0
2643,TX,Fannin,"15,362","14,733",629,4.0
2644,TX,Fayette,"12,764","12,341",423,3.0
2645,TX,Fisher,"1,799","1,730",69,4.0
2646,TX,Floyd,"2,743","2,591",152,6.0
2647,TX,Foard,550,528,22,4.0
2648,TX,Fort,"355,573","340,441","15,132",4.0
2649,TX,Franklin,"4,553","4,331",222,5.0
2650,TX,Freestone,"7,405","7,004",401,5.0
2651,TX,Frio,"9,795","9,420",375,4.0
2652,TX,Gaines,"9,398","9,094",304,3.0
2653,TX,Galveston,"157,808","149,954","7,854",5.0
2654,TX,Garza,"2,129","2,051",78,4.0
2655,TX,Gillespie,"12,633","12,270",363,3.0
2656,TX,Glasscock,821,798,23,3.0
2657,TX,Goliad,"3,445","3,292",153,4.0
2658,TX,Gonzales,"9,691","9,336",355,4.0
2659,TX,Gray,"9,268","8,748",520,6.0
2660,TX,Grayson,"59,944","57,533","2,411",4.0
2661,TX,Gregg,"59,229","56,301","2,928",5.0
2662,TX,Grimes,"11,502","10,891",611,5.0
2663,TX,Guadalupe,"72,882","70,313","2,569",4.0
2664,TX,Hale,"12,875","12,059",816,6.0
2665,TX,Hall,"1,202","1,138",64,5.0
2666,TX,Hamilton,"3,480","3,318",162,5.0
2667,TX,Hansford,"3,109","3,017",92,3.0
2668,TX,Hardeman,"1,619","1,540",79,5.0
2669,TX,Hardin,"24,968","23,562","1,406",6.0
2670,TX,Harris,"2,232,553","2,129,050","103,503",5.0
2671,TX,Harrison,"31,176","29,551","1,625",5.0
2672,TX,Hartley,"3,002","2,938",64,2.0
2673,TX,Haskell,"2,580","2,490",90,4.0
2674,TX,Hays,"98,383","95,015","3,368",3.0
2675,TX,Hemphill,"2,299","2,227",72,3.0
2676,TX,Henderson,"34,339","32,673","1,666",5.0
2677,TX,Hidalgo,"330,600","304,446","26,154",8.0
2678,TX,Hill,"15,603","14,894",709,5.0
2679,TX,Hockley,"11,709","11,223",486,4.0
2680,TX,Hood,"24,516","23,411","1,105",5.0
2681,TX,Hopkins,"16,999","16,285",714,4.0
2682,TX,Houston,"9,929","9,487",442,5.0
2683,TX,Howard,"13,345","12,731",614,5.0
2684,TX,Hudspeth,"1,280","1,208",72,6.0
2685,TX,Hunt,"38,873","37,040","1,833",5.0
2686,TX,Hutchinson,"9,789","9,358",431,4.0
2687,TX,Irion,799,770,29,4.0
2688,TX,Jack,"4,076","3,904",172,4.0
2689,TX,Jackson,"7,362","7,086",276,4.0
2690,TX,Jasper,"13,866","12,831","1,035",8.0
2691,TX,Jeff,"1,079","1,044",35,3.0
2692,TX,Jefferson,"107,873","100,367","7,506",7.0
2693,TX,Jim,"2,026","1,880",146,7.0
2694,TX,Jim,"19,203","17,688","1,515",8.0
2695,TX,Johnson,"74,229","70,974","3,255",4.0
2696,TX,Jones,"5,663","5,353",310,6.0
2697,TX,Karnes,"6,421","6,150",271,4.0
2698,TX,Kaufman,"55,017","52,780","2,237",4.0
